NAME;LOCATION;BLZ;bic;RPDHBCIPT
UniCredit Bank - HVB Settlement EAC97;Hamburg;20730097;HYVEDEMME97;0
UniCredit Bank - HVB Settlement EAC98;Hamburg;20730098;HYVEDEMME98;0
UniCredit Bank - HVB Settlement EAC99;Hamburg;20730099;HYVEDEMME99;0
Sparkasse Harburg-Buxtehude;Hamburg;20750000;NOLADE21HAM;8
Bundesbank eh Kiel;Hamburg;21000000;MARKDEF1210;0
Sydbank Filiale Kiel;Kiel;21020600;SYBKDE22KIE;47
Commerzbank;Kiel;21040010;COBADEFFXXX;23
Commerzbank;Eckernförde;21042076;COBADEFFXXX;23
Hamburg Commercial Bank, ehemals HSH Nordbank Hamburg;Hamburg;21050000;HSHNDEHHXXX;0
Förde Sparkasse;Kiel;21050170;NOLADE21KIE;8
Bordesholmer Sparkasse;Bordesholm;21051275;NOLADE21BOR;8
Deutsche Bank;Kiel;21070020;DEUTDEHH210;19
Deutsche Bank;Kiel;21070024;DEUTDEDB210;19
Commerzbank vormals Dresdner Bank;Kiel;21080050;DRESDEFF210;23
Commerzbank vormals Dresdner Bank ITGK;Kiel;21089201;DRESDEFFI07;23
Kieler Volksbank;Kiel;21090007;GENODEF1KIL;56
Kieler Volksbank (Gf GAA);Kiel;21090099;GENODEF1KIL;0
PSD Bank Kiel;Kiel;21090900;GENODEF1P11;31
Eckernförder Bank Volksbank-Raiffeisenbank;Eckernförde;21092023;GENODEF1EFO;56
SEB;Neumünster;21210111;ESSEDE5F212;0
Commerzbank;Neumünster;21240040;COBADEFFXXX;23
Commerzbank;Bad Bramstedt;21241540;COBADEFFXXX;23
Deutsche Bank;Neumünster;21270020;DEUTDEHH212;19
Deutsche Bank;Neumünster;21270024;DEUTDEDB212;19
Commerzbank vormals Dresdner Bank;Neumünster;21280002;DRESDEFF212;23
Commerzbank;Neustadt in Holstein;21340010;COBADEFFXXX;23
Sparkasse Holstein;Eutin;21352240;NOLADE21HOL;8
VR Bank zwischen den Meeren eG;Neumünster;21390008;GENODEF1NSH;56
Volksbank Eutin Raiffeisenbank;Eutin;21392218;GENODEF1EUT;56
Commerzbank;Rendsburg;21440045;COBADEFFXXX;23
Sparkasse Mittelholstein;Rendsburg;21450000;NOLADE21RDB;8
Raiffeisenbank;Todenbüttel;21464671;GENODEF1TOB;56
Commerzbank vormals Dresdner Bank;Rendsburg;21480003;DRESDEFF214;23
Sydbank Filiale Flensburg;Flensburg;21510600;SYBKDE22XXX;47
Union-Bank Flensburg;Flensburg;21520100;UNBNDE21XXX;56
Commerzbank;Flensburg;21540060;COBADEFFXXX;23
Deutsche Bank;Flensburg;21570011;DEUTDEHH215;19
Deutsche Bank;Flensburg;21570024;DEUTDEDB215;19
Postbank/DSL Ndl der Deutsche Bank;Flensburg;21570202;DEUTDEHHP01;1
Postbank/DSL Ndl der Deutsche Bank;Flensburg;21570224;DEUTDEDBP01;1
Commerzbank vormals Dresdner Bank;Flensburg;21580000;DRESDEFF215;23
VR Bank Schleswig-Mittelholstein eG;Osterrönfeld;21690020;GENODEF1SLW;56
Commerzbank;Husum;21740043;COBADEFFXXX;23
Commerzbank;Niebüll;21741674;COBADEFFXXX;23
Commerzbank;Sylt;21741825;COBADEFFXXX;23
Nord-Ostsee Sparkasse;Schleswig;21750000;NOLADE21NOS;8
VR Bank Westküste;Husum;21762550;GENODEF1HUM;56
VR Bank Nord;Flensburg;21763542;GENODEF1BDS;56
Deutsche Bank;Husum;21770011;DEUTDEHH217;19
Deutsche Bank;Husum;21770024;DEUTDEDB217;19
Sylter Bank;Sylt;21791805;GENODEF1SYL;56
Vereinigte VR Bank;Wyk auf Föhr;21791906;GENODEF1WYK;56
Commerzbank;Heide;21840078;COBADEFFXXX;23
Commerzbank;Brunsbüttel;21841328;COBADEFFXXX;23
Dithmarscher Volks- und Raiffeisenbank;Heide;21890022;GENODEF1DVR;56
Commerzbank;Elmshorn;22140028;COBADEFFXXX;23
Commerzbank;Kaltenkirchen;22141028;COBADEFFXXX;23
Commerzbank;Pinneberg;22141428;COBADEFFXXX;23
Commerzbank;Uetersen;22141628;COBADEFFXXX;23
Sparkasse Elmshorn;Elmshorn;22150000;NOLADE21ELH;8
Stadtsparkasse Wedel;Wedel;22151730;NOLADE21WED;8
Raiffeisenbank Elbmarsch;Heist;22163114;GENODEF1HTE;56
Commerzbank vormals Dresdner Bank;Elmshorn;22180000;DRESDEFF221;23
Commerzbank vormals Dresdner Bank;Pinneberg;22181400;DRESDEFF206;23
VR Bank in Holstein;Pinneberg;22191405;GENODEF1PIN;56
Commerzbank;Itzehoe;22240073;COBADEFFXXX;23
Sparkasse Westholstein;Itzehoe;22250020;NOLADE21WHO;8
Commerzbank vormals Dresdner Bank;Itzehoe;22280000;DRESDEFF201;23
Bundesbank eh Lübeck;Hamburg;23000000;MARKDEF1230;0
Commerzbank;Lübeck;23040022;COBADEFFXXX;23
Hamburg Commercial Bank, ehemals HSH Nordbank Hamburg;Hamburg;23050000;HSHNDEHH230;0
Sparkasse zu Lübeck;Lübeck;23050101;NOLADE21SPL;8
Sparkasse Südholstein;Neumünster;23051030;NOLADE21SHO;8
Kreissparkasse Herzogtum Lauenburg;Mölln;23052750;NOLADE21RZB;8
Raiffeisenbank Leezen;Leezen;23061220;GENODEF1LZN;56
Raiffeisenbank;Lauenburg;23063129;GENODEF1RLB;56
Raiffeisenbank;Büchen;23064107;GENODEF1BCH;56
Postbank/DSL Ndl der Deutsche Bank;Lübeck;23070203;DEUTDEHHP02;1
Postbank/DSL Ndl der Deutsche Bank;Lübeck;23070224;DEUTDEDBP02;1
Deutsche Bank;Lübeck;23070700;DEUTDEDB237;19
Deutsche Bank;Lübeck;23070710;DEUTDEHH222;19
Commerzbank vormals Dresdner Bank;Lübeck;23080040;DRESDEFF230;23
Commerzbank vormals Dresdner Bank ITGK;Lübeck;23089201;DRESDEFFI08;23
Volksbank Lübeck;Lübeck;23090142;GENODEF1HLU;56
Commerzbank;Lüneburg;24040000;COBADEFFXXX;23
Sparkasse Lüneburg;Lüneburg;24050110;NOLADE21LBG;8
Volksbank Lüneburger Heide;Winsen (Luhe);24060300;GENODEF1NBU;31
Deutsche Bank;Lüneburg;24070024;DEUTDEDB240;19
Deutsche Bank;Lüneburg;24070075;DEUTDE2H240;19
Postbank/DSL Ndl der Deutsche Bank;Lüneburg;24070324;DEUTDEDBP22;1
Postbank/DSL Ndl der Deutsche Bank;Lüneburg;24070368;DEUTDE2HP22;1
Commerzbank vormals Dresdner Bank;Lüneburg;24080000;DRESDEFF240;23
Ritterschaftliches Kreditinstitut Stade;Stade;24121000;GENODED1RKI;0
Commerzbank;Cuxhaven;24140041;COBADEFFXXX;23
Stadtsparkasse Cuxhaven;Cuxhaven;24150001;BRLADE21CUX;8
Sparkasse Stade-Altes Land;Stade;24151005;NOLADE21STS;8
Kreissparkasse Stade;Stade;24151116;NOLADE21STK;8
Sparkasse Rotenburg Osterholz;Zeven;24151235;BRLADE21ROB;8
Zevener Volksbank;Zeven;24161594;GENODEF1SIT;56
SDK Börde Lamstedt-Hechthausen eG;Lamstedt;24162898;GENODEF1LAS;56
Commerzbank vormals Dresdner Bank;Otterndorf;24180000;DRESDEFF242;23
Commerzbank vormals Dresdner Bank;Cuxhaven;24180001;DRESDEFF241;23
Volksbank Stade-Cuxhaven;Stade;24191015;GENODEF1SDE;56
Bundesbank;Hannover;25000000;MARKDEF1250;0
Postbank Ndl der Deutsche Bank;Hannover;25010030;PBNKDEFFXXX;1
Aareal Bank ehem. Filiale Hannover;Wiesbaden;25010424;AARBDE5W250;0
NORD/LB vormals Deutsche Hypothekenbank;Hannover;25010600;DEHYDE2HXXX;0
Calenberger Kreditverein;Hannover;25010900;CKVHDE21XXX;0
BHF-BANK;Hannover;25020200;BHFBDEFF250;47
Santander Consumer Bank;Hannover;25020600;SCFBDE33XXX;0
Commerzbank CC;Hannover;25040060;COBADEFFXXX;23
Commerzbank CC;Hannover;25040061;COBADEFFXXX;23
Commerzbank;Hannover;25040066;COBADEFFXXX;23
NORD/LB Landessparkasse;Hannover;25050000;NOLADE2HXXX;8
ZVA Norddeutsche Landesbank SH;Hannover;25050055;NOLADE21CSH;0
ZVA Norddeutsche Landesbank Gf MV;Hannover;25050066;NOLADE21CMV;0
Sparkasse Hannover;Hannover;25050180;SPKHDE2HXXX;8
LBS Norddeutsche Landesbausparkasse Berlin-Hannover;Hannover;25055500;NOLADE21LBS;0
DZ BANK;Hannover;25060000;GENODEFF250;0
M.M. Warburg & Co (vormals Bankhaus Hallbaum);Hamburg;25060180;HALLDE2HXXX;163
Raiffeisen-Volksbank Neustadt;Neustadt am Rübenberge;25069262;GENODEF1NST;56
Volksbank Aller-Oker;Müden (Aller);25069270;GENODEF1MUA;56
Deutsche Bank;Hannover;25070024;DEUTDEDBHAN;19
Deutsche Bank;Stadthagen;25070066;DEUTDE2H265;19
Deutsche Bank;Hannover;25070070;DEUTDE2HXXX;19
Deutsche Bank;Nienburg (Weser);25070077;DEUTDE2H256;19
Deutsche Bank;Soltau;25070084;DEUTDE2H258;19
Deutsche Bank;Holzminden;25070086;DEUTDE2H251;19
Postbank/DSL Ndl der Deutsche Bank;Hannover;25070324;DEUTDEDBP24;1
Postbank/DSL Ndl der Deutsche Bank;Hannover;25070370;DEUTDE2HP24;1
Commerzbank vormals Dresdner Bank;Hannover;25080020;DRESDEFF250;23
Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 2;Hamburg;25080085;DRESDEFFI65;23
Commerzbank vormals Dresdner Bank ITGK;Hannover;25089220;DRESDEFFI09;23
Bank für Schiffahrt (BFS) Fil d Ostfr VB Leer;Hannover;25090300;GENODEF1BFS;56
Sparda-Bank Hannover;Hannover;25090500;GENODEF1S09;31
PSD Bank Hannover eG;Hannover;25090900;GENODEF1P09;31
Bank für Sozialwirtschaft;Hannover;25120510;BFSWDE33HAN;0
Stadtsparkasse Barsinghausen;Barsinghausen;25151270;NOLADE21BAH;8
Stadtsparkasse Burgdorf;Burgdorf;25151371;NOLADE21BUF;8
Kreissparkasse Fallingbostel in Walsrode;Walsrode;25152375;NOLADE21WAL;8
Stadtsparkasse Wunstorf;Wunstorf;25152490;NOLADE21WST;8
Hannoversche Volksbank;Hannover;25190001;VOHADE2HXXX;31
Hannoversche Volksbank GS nur für GAA;Lindwedel;25190088;VOHADE2HXXX;0
Volksbank;Pattensen;25193331;GENODEF1PAT;31
SEB;Hameln;25410111;ESSEDE5F254;0
BHW Bausparkasse;Hameln;25410200;BHWBDE2HXXX;0
Commerzbank;Hameln;25440047;COBADEFFXXX;23
Sparkasse Hameln-Weserbergland;Hameln;25450110;NOLADE21SWB;8
Stadtsparkasse Bad Pyrmont;Bad Pyrmont;25451345;NOLADE21PMT;8
Volksbank Hameln-Stadthagen;Hameln;25462160;GENODEF1HMP;56
Volksbank im Wesertal;Coppenbrügge;25462680;GENODEF1COP;56
Deutsche Bank;Hameln;25470024;DEUTDEDB254;19
Deutsche Bank;Hameln;25470073;DEUTDE2H254;19
Deutsche Bank;Rinteln;25471024;DEUTDEDB264;19
Deutsche Bank;Rinteln;25471073;DEUTDE2H264;19
Commerzbank vormals Dresdner Bank;Hameln;25480021;DRESDEFF254;23
Commerzbank;Bückeburg;25541426;COBADEFFXXX;23
Sparkasse Schaumburg;Rinteln;25551480;NOLADE21SHG;8
Volksbank in Schaumburg und Nienburg;Rinteln;25591413;GENODEF1BCK;56
Oldenburgische Landesbank AG;Diepholz;25621327;OLBODEH2XXX;0
Commerzbank;Diepholz;25641302;COBADEFFXXX;23
Sparkasse Nienburg;Nienburg (Weser);25650106;NOLADE21NIB;8
Kreissparkasse Grafschaft Diepholz;Diepholz;25651325;BRLADE21DHZ;8
Volksbank Niedersachsen-Mitte;Hoya;25691633;GENODEF1SUL;56
Volksbank Niedersachsen-Mitte (Gf GAA);Hoya;25691699;GENODEF1SUL;0
Commerzbank;Celle;25740061;COBADEFFXXX;23
Deutsche Bank;Celle;25770024;DEUTDEDB257;19
Deutsche Bank;Celle;25770069;DEUTDE2H257;19
Commerzbank vormals Dresdner Bank;Celle;25780022;DRESDEFF257;23
Volksbank Südheide - Isenhagener Land - Altmark;Celle;25791635;GENODEF1HMN;31
Commerzbank;Uelzen;25840048;COBADEFFXXX;23
Commerzbank;Lüchow (Wendland);25841403;COBADEFFXXX;23
Commerzbank;Schneverdingen;25841708;COBADEFFXXX;23
Sparkasse Uelzen Lüchow-Dannenberg;Uelzen;25850110;NOLADE21UEL;8
Kreissparkasse Soltau;Soltau;25851660;NOLADE21SOL;8
Volksbank Uelzen-Salzwedel eG;Uelzen;25862292;GENODEF1EUB;56
VR PLUS Altmark-Wendland;Lüchow (Wendland);25863489;GENODEF1WOT;56
SEB;Hildesheim;25910111;ESSEDE5F259;0
Commerzbank;Hildesheim;25940033;COBADEFFXXX;23
Sparkasse Hildesheim Goslar Peine;Hildesheim;25950130;NOLADE21HIK;8
Deutsche Bank;Hildesheim;25970024;DEUTDEDB259;19
Deutsche Bank;Hildesheim;25970074;DEUTDE2H259;19
Deutsche Bank;Alfeld (Leine);25971024;DEUTDEDB253;19
Deutsche Bank;Alfeld (Leine);25971071;DEUTDE2H253;19
Commerzbank vormals Dresdner Bank;Hildesheim;25980027;DRESDEFF259;23
Volksbank Hildesheim;Hildesheim;25990011;GENODEF1HIH;56
Bundesbank;Göttingen;26000000;MARKDEF1260;0
SEB;Göttingen;26010111;ESSEDE5F260;0
Commerzbank;Göttingen;26040030;COBADEFFXXX;23
Sparkasse Göttingen;Göttingen;26050001;NOLADE21GOE;8
Sparkasse Duderstadt;Duderstadt;26051260;NOLADE21DUD;8
Volksbank;Adelebsen;26061556;GENODEF1ADE;56
VR-Bank in Südniedersachsen;Dransfeld;26062433;GENODEF1DRA;56
Deutsche Bank;Göttingen;26070024;DEUTDEDB260;19
Deutsche Bank;Göttingen;26070072;DEUTDE2H260;19
Commerzbank vormals Dresdner Bank;Göttingen;26080024;DRESDEFF260;23
Commerzbank;Northeim;26240039;COBADEFFXXX;23
Kreis-Sparkasse Northeim;Northeim;26250001;NOLADE21NOM;8
Sparkasse Einbeck;Einbeck;26251425;NOLADE21EIN;8
Volksbank Solling;Hardegsen;26261693;GENODEF1HDG;56
Deutsche Bank;Einbeck;26271424;DEUTDEDB262;19
Deutsche Bank;Einbeck;26271471;DEUTDE2H262;19
Commerzbank vormals Dresdner Bank;Northeim;26280020;DRESDEFF261;23
Commerzbank vormals Dresdner Bank;Einbeck;26281420;DRESDEFF262;23
Commerzbank;Osterode am Harz;26340056;COBADEFFXXX;23
Commerzbank;Herzberg am Harz;26341072;COBADEFFXXX;23
Sparkasse Osterode am Harz;Osterode am Harz;26350001;NOLADE21OHA;0
Sparkasse Osterode am Harz;Osterode am Harz;26351015;NOLADE21HZB;8
Bundesbank;Osnabrück;26500000;MARKDEF1265;0
SEB;Osnabrück;26510111;ESSEDE5F265;0
Oldenburgische Landesbank AG;Osnabrück;26520017;OLBODEH2XXX;0
Oldenburgische Landesbank AG;Bramsche;26521703;OLBODEH2XXX;0
Oldenburgische Landesbank AG;Quakenbrück;26522319;OLBODEH2XXX;0
Commerzbank;Osnabrück;26540070;COBADEFFXXX;23
Sparkasse Osnabrück;Osnabrück;26550105;NOLADE22XXX;8
Kreissparkasse Bersenbrück;Bersenbrück;26551540;NOLADE21BEB;8
Kreissparkasse Melle;Melle;26552286;NOLADE21MEL;8
Volksbank Bad Laer-Borgloh-Hilter-Melle;Hilter am Teutoburger Wald;26562490;GENODEF1HTR;56
Volksbank GMHütte-Hagen-Bissendorf;Georgsmarienhütte;26565928;GENODEF1HGM;56
VR-Bank Osnabrücker Nordland;Fürstenau;26567943;GENODEF1NOP;56
Deutsche Bank;Osnabrück;26570024;DEUTDEDB265;19
Deutsche Bank;Osnabrück;26570090;DEUTDE3B265;19
Commerzbank vormals Dresdner Bank;Osnabrück;26580070;DRESDEFF265;23
Commerzbank vormals Dresdner Bank ITGK;Osnabrück;26589210;DRESDEFFI10;23
Vereinigte Volksbank Bramgau Osnabrück Wittlage;Osnabrück;26590025;GENODEF1OSV;56
Oldenburgische Landesbank AG;Lingen (Ems);26620010;OLBODEH2XXX;0
Oldenburgische Landesbank AG;Meppen;26621413;OLBODEH2XXX;0
Commerzbank;Lingen (Ems);26640049;COBADEFFXXX;23
Sparkasse Emsland;Meppen;26650001;NOLADE21EMS;8
Emsländische Volksbank;Lingen (Ems);26660060;GENODEF1LIG;56
Volksbank Haselünne;Haselünne;26661380;GENODEF1HLN;56
Emsländische Volksbank eG;Meppen;26661494;GENODEF1MEP;56
Volksbank;Lengerich;26662932;GENODEF1LEN;56
Volksbank Haren Fil d Ostfriesischen VB;Haren (Ems);26691213;GENODEF1HAR;0
Oldenburgische Landesbank AG;Nordhorn;26720028;OLBODEH2XXX;0
Commerzbank;Nordhorn;26740044;COBADEFFXXX;23
Kreissparkasse Grafschaft Bentheim zu Nordhorn;Nordhorn;26750001;NOLADE21NOH;8
Deutsche Bank;Nordhorn;26770024;DEUTDEDB267;19
Deutsche Bank;Nordhorn;26770095;DEUTDE3B267;19
Commerzbank;Goslar;26840032;COBADEFFXXX;23
Deutsche Bank;Goslar;26870024;DEUTDEDB268;19
Deutsche Bank;Goslar;26870032;DEUTDE2H268;19
Commerzbank vormals Dresdner Bank;Goslar;26880063;DRESDEFF268;23
Volksbank Nordharz;Goslar;26890019;GENODEF1VNH;56
Volksbank im Harz;Osterode am Harz;26891484;GENODEF1OHA;56
Commerzbank Wolfsburg;Wolfsburg;26941053;COBADEFFXXX;23
Sparkasse Celle-Gifhorn-Wolfsburg;Gifhorn;26951311;NOLADE21GFW;8
Deutsche Bank;Wolfsburg;26971024;DEUTDEDB269;19
Deutsche Bank;Wolfsburg;26971038;DEUTDE2H269;19
Commerzbank vormals Dresdner Bank;Wolfsburg;26981062;DRESDEFF269;23
Commerzbank vormals Dresdner Bank ITGK;Wolfsburg;26989221;DRESDEFFI11;23
Volksbank Braunschweig Wolfsburg;Wolfsburg;26991066;GENODEF1WOB;56
Volkswagen Bank;Braunschweig;27020000;VOWADE2BXXX;0
AUDI BANK Zndl d Volkswagen Bank;Braunschweig;27020001;AUDFDE21;0
Skoda Bank;Braunschweig;27020003;SKODDE21;0
AutoEuropa Bank;Braunschweig;27020004;ECBKDE21;0
Seat Bank Zndl d Volkswagen Bank;Braunschweig;27020800;SEATDE21;0
Bankhaus C. L. Seeliger;Wolfenbüttel;27032500;BCLSDE21XXX;172
Commerzbank;Braunschweig;27040080;COBADEFFXXX;23
Volksbank Börßum-Hornburg;Börßum;27062290;GENODEF1BOH;56
Deutsche Bank;Braunschweig;27070024;DEUTDEDB270;19
Deutsche Bank;Braunschweig;27070030;DEUTDE2H270;19
Deutsche Bank;Gifhorn;27070031;DEUTDE2H271;19
Deutsche Bank;Osterode am Harz;27070034;DEUTDE2H274;19
Deutsche Bank;Bad Sachsa;27070041;DEUTDE2H279;19
Deutsche Bank;Bad Harzburg;27070042;DEUTDE2H272;19
Deutsche Bank;Helmstedt;27070043;DEUTDE2H273;19
Deutsche Bank;Peine;27070079;DEUTDE2H275;19
Postbank/DSL Ndl der Deutsche Bank;Braunschweig;27070324;DEUTDEDBP23;1
Postbank/DSL Ndl der Deutsche Bank;Braunschweig;27070369;DEUTDE2HP23;1
Deutsche Bank;Wolfenbüttel;27072524;DEUTDEDB277;19
Deutsche Bank;Wolfenbüttel;27072537;DEUTDE2H277;19
Deutsche Bank;Salzgitter;27072724;DEUTDEDB276;19
Deutsche Bank;Salzgitter;27072736;DEUTDE2H276;19
Commerzbank vormals Dresdner Bank;Braunschweig;27080060;DRESDEFF270;23
Commerzbank vormals Dresdner Bank ITGK;Braunschweig;27089221;DRESDEFFI12;23
PSD Bank Braunschweig eG;Braunschweig;27090900;GENODEF1P02;31
Volksbank Wolfenbüttel-Salzgitter;Wolfenbüttel;27092555;GENODEF1WFV;56
Bankhaus Rautenschlein;Schöningen;27131300;GENODEF1RTS;31
Commerzbank;Holzminden;27240004;COBADEFFXXX;23
Volksbank Braunlage;Braunlage;27893359;GENODEF1BLG;56
Volksbank;Seesen;27893760;GENODEF1SES;56
Bundesbank;Oldenburg;28000000;MARKDEF1280;0
SEB;Oldenburg, Oldb;28010111;ESSEDE5F280;0
Oldenburgische Landesbank AG;Oldenburg;28020050;OLBODEH2XXX;95
Oldenburgische Landesbank AG;Brake (Unterweser);28021002;OLBODEH2XXX;0
Oldenburgische Landesbank AG;Bad Zwischenahn;28021301;OLBODEH2XXX;0
Oldenburgische Landesbank AG;Cloppenburg;28021504;OLBODEH2XXX;0
Oldenburgische Landesbank AG;Damme;28021623;OLBODEH2XXX;0
Oldenburgische Landesbank AG;Delmenhorst;28021705;OLBODEH2XXX;0
Oldenburgische Landesbank AG;Elsfleth;28021906;OLBODEH2XXX;0
Oldenburgische Landesbank AG;Nordenham;28022015;OLBODEH2XXX;0
Oldenburgische Landesbank AG;Löningen;28022412;OLBODEH2XXX;0
Oldenburgische Landesbank AG;Lohne (Oldenburg);28022511;OLBODEH2XXX;0
Oldenburgische Landesbank AG;Rastede;28022620;OLBODEH2XXX;0
Oldenburgische Landesbank AG;Vechta;28022822;OLBODEH2XXX;0
Oldenburgische Landesbank AG;Westerstede;28023224;OLBODEH2XXX;0
Oldenburgische Landesbank AG;Wildeshausen;28023325;OLBODEH2XXX;0
Oldenburgische Landesbank (vormals W. Fortmann & Söhne);Oldenburg;28030300;FORTDEH4XXX;95
Commerzbank;Oldenburg;28040046;COBADEFFXXX;23
Commerzbank;Vechta;28042865;COBADEFFXXX;23
Landessparkasse zu Oldenburg;Oldenburg;28050100;SLZODE22XXX;8
Raiffeisenbank Wesermarsch-Süd;Brake (Unterweser);28061410;GENODEF1BRN;56
VR-Bank in Südoldenburg;Garrel;28061501;GENODEF1CLP;56
Volksbank Dammer Berge;Damme;28061679;GENODEF1DAM;56
Oldenburger Volksbank;Oldenburg;28061822;GENODEF1EDE;56
Raiffeisenbank Rastede;Rastede;28062165;GENODEF1RSE;56
Vereinigte Volksbank;Hude;28062249;GENODEF1HUD;56
Vereinigte Volksbank GAA;Hude;28062299;GENODEF1HUD;0
Volksbank Lohne-Mühlen;Lohne (Oldenburg);28062560;GENODEF1LON;56
Volksbank Westerstede;Westerstede;28063253;GENODEF1WRE;56
Volksbank Essen-Cappeln;Cappeln (Oldenburg);28063526;GENODEF1ESO;56
Volksbank Vechta;Vechta;28064179;GENODEF1VEC;56
Raiffeisen-Volksbank Varel-Nordenham;Nordenham;28064241;GENODEF1NHE;0
Volksbank Löningen;Löningen;28065061;GENODEF1LOG;56
VR-Bank Dinklage-Steinfeld;Dinklage;28065108;GENODEF1DIK;56
Raiffeisenbank Scharrel;Saterland;28065286;GENODEF1SAN;56
Volksbank Visbek;Visbek;28066103;GENODEF1VIS;56
VR Bank Oldenburg Land;Wildeshausen;28066214;GENODEF1WDH;56
Spar- und Darlehnskasse Friesoythe;Friesoythe;28066620;GENODEF1FOY;56
Volksbank Delmenhorst Schierbrok;Delmenhorst;28067170;GENODEF1GSC;56
Volksbank Lastrup;Lastrup;28067257;GENODEF1LAP;56
Raiffeisenbank Butjadingen-Abbehausen;Butjadingen;28068218;GENODEF1BUT;56
Raiffeisenbank Strücklingen-Idafehn;Ostrhauderfehn;28069052;GENODEF1ORF;56
Volksbank Emstek;Emstek;28069109;GENODEF1EMK;56
Hümmlinger Volksbank;Werlte;28069381;GENODEF1WLT;56
Volksbank Nordhümmling;Börger;28069706;GENODEF1BOG;56
Raiffeisenbank Oldersum;Moormerland;28069755;GENODEF1MLO;56
RB Wiesedermeer-Wiesede-Marcardsmoor eG;Friedeburg;28069773;GENODEF1WWM;56
Raiffeisenbank Ems-Vechte;Klein Berßen;28069878;GENODEF1KBL;56
Volksbank Niedergrafschaft;Uelsen;28069926;GENODEF1HOO;56
Raiffeisenbank Lorup;Lorup;28069935;GENODEF1LRU;56
Grafschafter Volksbank;Nordhorn;28069956;GENODEF1NEV;56
Volksbank Emstal;Lathen;28069991;GENODEF1LTH;56
Volksbank Süd-Emsland;Spelle;28069994;GENODEF1SPL;56
Deutsche Bank;Oldenburg;28070024;DEUTDEDB280;19
Deutsche Bank;Oldenburg;28070057;DEUTDEHB280;19
Oldenburgische Landesbank AG;Wilhelmshaven;28220026;OLBODEH2XXX;0
Oldenburgische Landesbank AG;Jever;28222208;OLBODEH2XXX;0
Oldenburgische Landesbank AG;Varel;28222621;OLBODEH2XXX;0
Commerzbank;Wilhelmshaven;28240023;COBADEFFXXX;23
Sparkasse Wilhelmshaven;Wilhelmshaven;28250110;BRLADE21WHV;8
Kreissparkasse Wittmund;Wittmund;28252760;BRLADE21WTM;0
Volksbank Jever;Jever;28262254;GENODEF1JEV;56
Raiffeisen-Volksbank Varel-Nordenham;Varel;28262673;GENODEF1VAR;56
Deutsche Bank;Wilhelmshaven;28270024;DEUTDEDB282;19
Deutsche Bank;Wilhelmshaven;28270056;DEUTDEHB282;19
Commerzbank vormals Dresdner Bank;Wilhelmshaven;28280012;DRESDEFF282;23
Volksbank Wilhelmshaven;Wilhelmshaven;28290063;GENODEF1WHV;56
Volksbank Esens;Esens;28291551;GENODEF1ESE;56
Oldenburgische Landesbank AG;Norden;28320014;OLBODEH2XXX;0
Oldenburgische Landesbank AG;Norderney;28321816;OLBODEH2XXX;0
Sparkasse Aurich-Norden;Aurich;28350000;BRLADE21ANO;8
Raiffeisen-Volksbank Fresena;Norden;28361592;GENODEF1MAR;56
Oldenburgische Landesbank AG;Emden;28420007;OLBODEH2XXX;0
Oldenburgische Landesbank AG;Aurich;28421030;OLBODEH2XXX;0
Commerzbank;Emden;28440037;COBADEFFXXX;23
Sparkasse Emden;Emden;28450000;BRLADE21EMD;8
Deutsche Bank;Emden;28470024;DEUTDEDB284;19
Deutsche Bank;Emden;28470091;DEUTDEHB284;19
Oldenburgische Landesbank AG;Leer (Ostfriesland);28520009;OLBODEH2XXX;0
Oldenburgische Landesbank AG;Papenburg;28521518;OLBODEH2XXX;0
Commerzbank;Leer (Ostfriesland);28540034;COBADEFFXXX;23
Sparkasse LeerWittmund;Leer (Ostfriesland);28550000;BRLADE21LER;8
Raiffeisen-Volksbank;Aurich;28562297;GENODEF1UPL;56
Raiffeisenbank Flachsmeer;Westoverledingen;28562716;GENODEF1WEF;56
Raiffeisenbank Moormerland;Holtland;28562863;GENODEF1HTL;56
Raiffeisenbank;Moormerland;28563749;GENODEF1MML;56
Deutsche Bank;Leer (Ostfriesland);28570024;DEUTDEDB285;19
Deutsche Bank;Leer (Ostfriesland);28570092;DEUTDEHB285;19
Ostfriesische Volksbank eG;Leer (Ostfriesland);28590075;GENODEF1LER;56
Volksbank Papenburg Fil d. Ostfries. VB Leer;Papenburg;28591579;GENODEF1PAP;0
Volksbank Westrhauderfehn;Rhauderfehn;28591654;GENODEF1WRH;56
Bundesbank eh Bremen;Hannover;29000000;MARKDEF1290;0
SEB;Bremen;29010111;ESSEDE5F290;0
Bankhaus Neelmeyer;Bremen;29020000;NEELDE22XXX;95
Greensill Bank;Bremen;29020200;NFHBDE21XXX;56
M.M. Warburg & Co (vormals Bankhaus Carl F. Plump & CO);Hamburg;29030400;PLUMDE29XXX;163
Commerzbank CC;Bremen;29040060;COBADEFFXXX;23
Commerzbank CC;Bremen;29040061;COBADEFFXXX;23
Commerzbank;Bremen;29040090;COBADEFFXXX;23
Die Sparkasse Bremen;Bremen;29050101;SBREDE22XXX;8
Deutsche Bank;Bremen;29070024;DEUTDEDBBRE;19
Deutsche Bank;Bremen;29070050;DEUTDEHBXXX;19
Deutsche Bank;Bremerhaven;29070051;DEUTDEHB292;19
